site_id,s_site_latitude,s_site_longitude
SF95019A,36.973471,-121.911984
PH30631A,33.530517,-112.259237
9JK1809Z,29.94059944,-82.96520233
CH99225T,40.37944,-90.16194
CH41803Z,59.99972222,-89.9997222
OK02099A,34.34833333,-95.45055556
A5B0026C,37.01666666,-94.4095555
SE04636B,47.42972222,-122.236944
B410996A,37.9969,-88.9206
CH47760Z,null,null
HAMT248A,41.009108,-72.142874
LA13069B,34.011599,-118.436569
4DEB479C,null,null
DE03838M,42.348614,-83.596089
PHI9697A,39.889431,-75.17612
CTNH048A,41.27092,-72.88499
DN04080B,39.76018333,-105.18585
3ALA128A,42.69919444,-73.8443333
LA02190B,33.84233056,-118.321697
SE02638D,47.77295,-122.223356
DA05844A,32.833474,-96.790835
4SH0216B,42.05286926,-72.6381468
NCYH018A,35.8295,-78.76446
LI13891I,40.81972222,-73.2875
9AT2456C,33.5925,-83.9752778
PH0155ZA,39.795974,-75.978176
BHY6302A,33.528181,-86.809387
DRGC014A,40.84841901,-74.44890112
SE06027B,47.29694444,-122.635833
NM01089A,35.14777778,-106.548611
SL04833A,42.405602,-113.573342
BQ06024X,null,null
NES1363A,42.32297438,-71.07670013
DA05314Z,31.680219,-98.495761
4PR0058C,41.86805916,-71.3538074
LA64194A,33.715363,-117.9551
NO07193A,31.388039,-90.140744
PX80057A,32.23171,-110.95941
CH77487Z,41.9399,-88.3972
BQI4030A,40.650054,-73.961631
CL75962C,41.089444,-80.616389
SE03831Z,47.426428,-122.296147
AUYA901A,29.378562,-98.460257
MW07121C,39.57944444,-86.7508333
HAMT339A,41.009356,-72.150986
CHI7698A,41.889445,-87.628816
SF73704X,37.65865,-122.39818
SV11412Z,34.27519661,-118.719001
9MT2009A,30.3675,-88.4982833
B410780A,46.434032,-84.351888
7WAN395F,39.58959452,-77.4249188
BX02016A,40.810516,-73.895063
1NC6125D,39.70916056,-75.7766688
IE04539A,33.96805489,-117.251833
NJ08900A,40.546309,-74.444422
PH10205D,33.35444444,-111.943889
MT05249A,46.463439,-107.007381
CH36993A,42.651113,-87.931032
HI02014G,21.425882,-157.7934613
AUYH0D4A,31.09241,-97.384212
7BAS225B,39.20410772,-76.7155472
7BAN254D,39.405925,-76.444965
MU01303A,43.26056,-86.076939
LA03001D,33.85,-117.654444
CII9944A,39.65108,-84.13443
A10005XA,44.852013,-93.113998
DA0231WA,33.101188,-96.672924
4FR6302E,41.49,-71.605
MW07032T,39.69809855,-86.2666577
SL04859A,43.15555,-115.702234
CT11075C,41.162773,-73.373336
VA70793A,36.813895,-76.029728
LIS1053A,40.983448,-72.223441
ML93156A,44.4597028,-88.2468722
VG08007A,36.176531,-115.14636
MW05143Z,41.70595833,-85.9467694
IE94528Z,34.1139,-117.294
SE03909D,47.603775,-122.331823
DAY1E01A,33.086504,-96.8266839
WE03319C,40.95833333,-73.6891667
IE94222T,33.9599772,-117.0201193
RK06152A,41.18944444,-74.0152778
SL01131A,40.73111111,-111.891111
9AT3804X,31.31235974,-84.3232601
TP80005C,30,-82
7WAS016B,39.08472599,-76.8816622
CH1062GA,41.978951,-87.861943
CH77018A,42.0672084,-88.2168668
SE02221E,47.55894722,-122.298269
CH15353D,null,null
SV12163A,34.201352,-118.545017
9NV0718A,35.86981,-86.3879
PH50404A,32.3396,-111.028
DE04232T,42.33694444,-83.024525
IE24234D,33.849189,-117.572411
PH31018B,33.55453,-112.240278
SE05499D,47.18332,-122.470552
PO06060A,42.337625,-122.89059
SE02745B,47.698425,-121.892
SL01059A,40.66888889,-111.980556
MW07099A,39.537259,-86.386444
9JK0591A,30.19138888,-85.6555556
SV01666D,34.226788,-118.435122
2LU8651B,41.0817,-76.1405
BA92388A,37.66937223,-121.8760056
MH80014F,40.75816,-73.97069
9ME0547A,35.73027732,-88.7277708
AUSTIN17,28.727173,-97.037263
SV01587B,34.14999666,-118.379467
PH67269A,36.648531,-110.763958
A5D0225A,38.964049,-94.942682
SV11414A,34.24955555,-118.4685
IE04647C,33.92022778,-117.411056
SP01095E,46.74327777,-117.313086
CC02133C,25.938113,-97.512001
PH30165C,33.67402777,-112.030806
A1R0721T,43.800167,-99.317611
SE02553C,47.676404,-122.198984
A3E0180D,29.801806,-95.525556
WVJ0502A,38.05625,-82
FLYY302A,26.052328,-80.212206
DCS0676A,39.294316,-76.569411
NJ06385B,40.83207,-74.39164
9AT0485B,33.635971,-84.128043
MO15421Z,39.809306,-92.029708
WI02292A,37.72529,-97.75238
CI16873A,39.7801,-84.064
8GV0258A,34.94908333,-81.86541666
CH10048C,null,null
BQ04752A,40.75372222,-73.8720278
6WP1219B,26.4292,-80.1428
CH65339Z,41.55845941,-88.1145969
4BN0480A,42.19008,-71.2349
NJ08440B,40.5296,-74.5959
A3F0275B,29.44208612,-96.00279723
A2G0717A,28.024611,-82.273113
MT03008E,44.267917,-107.981897
CH13228C,null,null
PH23932A,35.21944444,-111.573611
PB80009F,40.79173,-77.8653
MLS0346A,42.99021,-87.92016
BK04111B,40.700716,-73.981613
BQ0020WA,40.759003,-73.919605
SF23267C,37.748252,-122.445482
SE07307Z,48.3134,-122.566
4PR0479C,41.67555556,-71.1658333
DNE0118A,39.98811,-104.65329
A1P0126B,44.89166666,-93.2513889
PH80351A,39.6455,-74.78592
SL01644D,40.275747,-111.65219
NYE0034A,40.73887,-73.99152
IE24899C,33.92747,-117.2092
4BS0017B,43.08555555,-70.69805555
LA33477Z,33.44083058,-117.60164
DN01650C,39.69548889,-104.8117278
NE9604BA,42.29820868,-71.14563153
SE05510D,47.23766667,-122.501472
SE02478C,47.60191,-122.199138
CI16790B,39.74605556,-84.5176111
SV00588D,34.22908333,-118.484833
FL80033A,26.138145,-80.112755
SV11762B,34.077711,-118.265342
CH76489D,42.25934,-88.24233
IL16694B,39.95125,-91.3319167
XRUP003A,42.7825739,-78.8504792
ANB1158T,40.66222,-81.37056
A2E5054S,28.82503333,-81.6863666
8CO0721A,34.4078,-81.3662
CLYH026A,41.50685455,-81.69084331
ML93408A,45.9913,-89.59823612
4PB0240B,null,null
PH80009C,43.1296,-77.7267
NE2071ZA,42.252489,-71.004552
PO08068A,45.5785,-122.343
NJ08355A,39.67437,-74.31075
A3I0925A,29.73378055,-95.4363333
MW06516C,41.08305556,-85.1497222
CL40185Z,41.43583297,-81.5299523
SV12140A,34.01611,-118.39526
NES1686A,41.27847878,-70.09474229
CC02152C,26.423443,-99.020895
1CH6134A,39.93222222,-75.5497222
6MD1081A,25.61527778,-80.31
CI13581Z,38.66686111,-84.31297222
4BS0887A,42.35054231,-71.0809648
NYY8510A,40.660397,-73.998091
9BH1055X,33.571416,-86.816361
RC02982Z,45.3907,-84.9074
DA05250Z,30.571519,-102.569111
NYS1134A,40.843448,-73.934167
PH10136G,33.46694444,-112.129722
NM01906A,35.48644444,-108.7421111
NM03385A,36.705278,-108.081111
8GV0872A,34.97583056,-82.33985833
DA03224A,32.702045,-97.352987
CH74244Z,41.973272,-88.176794
SL01600C,40.55032265,-111.818002
NY10307G,41.5728,-73.68354
CL15850B,40.94361111,-80.7216667
SE02671A,47.7577713,-122.080871
SE03347Z,47.5304,-122.15
4BN1355A,42.374391,-71.133677
6WP1484S,26.811139,-80.248972
CHS1369A,41.851645,-87.730005
5CT0949E,35.218781,-81.175059
CH0588BA,41.78646,-87.688728
PO01185E,44.871103,-123.050953
MW05158A,41.68335,-85.97092
HI05007A,20.8240777,-156.9189277
UP20145A,42.6003,-77.964
9BH1574A,33.89465,-86.1204139
JVYC101A,29.655467,-82.410454
WA02027S,31.5402,-96.8151
OKI6068A,35.451538,-97.60259
DCS1100A,38.888989,-76.937114
AU01463B,29.88972222,-97.9447222
SE05529M,47.19361111,-122.3925
A4J0204T,40.79658333,-80.1156389
MW01452C,40.075,-85.6375
DNB1901A,39.605918,-106.333588
A2H5259S,27.709389,-82.737274
CRS0077A,32.872812,-80.019359
CH42324B,41.61524,-87.54626
IE04335A,34.05028187,-117.249972
A2D0551A,29.156469,-82.405425
DCYR701A,38.959155,-77.424366
9ME1908A,34.825881,-89.67854
9LV0252B,38.04261111,-84.5068889
NE3602BA,42.349398,-71.061248
7WAC323A,38.715611,-77.198083
DA033010,32.1346,-102.476
DCY0308A,38.990333,-76.947379
HI01379A,21.315139,-157.808377
TU01820Z,35.7987,-94.7179
NJ05342F,40.88944444,-74.0933333
9ME7429A,32.8886735,-89.35462093
6MD1365S,25.867714,-80.324022
Q2TEST4A,40.58833472,-74.3810775
BILLRP1A,40.5698397,-73.9549979
MWY1316A,41.69723889,-86.23753612
PHS1945A,40.014256,-75.373374
VA74598A,37.30220032,-80.00250244
MW07068T,39.78999705,-86.183718
PH68101A,33.03975,-112.03947
VG09290A,35.94163,-115.11821
SL02305C,43.72194722,-111.1124
CH75609Z,41.57175,-87.79867
SE05335A,47.60276,-124.368875
A2C2187A,28.18300056,-80.65209961
DE02938A,42.5475,-83.0211111
GS01061B,42.45666667,-85.4383333
BQ04131A,null,null
NO07457A,31.08159281,-90.53802389
1MG1442C,40.22361111,-75.4530556
XR00115A,40.04120556,-81.577334
PO02347B,44.755128,-121.21952
DN03688D,40.406753,-105.043882
5WS0344A,36.13000833,-80.89213611
BQTP023A,40.67045,-73.9389
PR00352A,18.15756667,-67.0869111
DA05704B,32.666994,-94.560633
SD06579A,32.60439,-116.84178
6WP1034B,26.460555,-79.923334
WE03361A,40.973,-73.852
SV00467X,35.3391034,-119.050996
SD06419A,32.80380621,-116.993028
AR01527D,34.631919,-93.747419
A4H1199A,41.111014,-80.35875
DES0329A,42.434757,-82.989872
DE01544A,42.5611669,-83.3740003
SC70348A,39.66993333,-120.0009944
9AT4562A,33.754584,-85.049286
HNYO301A,29.780631,-95.629786
DNS0675A,39.695864,-104.875443
A5S0048A,null,null
IE24385B,34.42825,-117.2819
9EA0687A,31.287045,-88.030558
9AT4221Y,34.13996423,-84.4959551
1DE6142A,39.878893,-75.396665
DN01758B,44.347588,-106.700825
9ME7147Z,33.047523,-89.351345
4PRS094A,41.746667,-71.207606
DE04384M,42.419494,-83.108573
7WAC265F,38.88602479,-77.1579205
NM01147A,35.09494444,-106.604167
7WAC140F,38.92477777,-77.20622222
SV11689B,34.04863056,-118.444622
LA02894A,33.66313358,-117.659529
VG08521Z,36.1161,-115.194
BX03062B,40.8895,-73.8279
4PR0271A,41.70741667,-71.3766389
7WAW353B,38.75409167,-77.5856778
1SA6611B,39.56202777,-75.2430278
SLYH049A,38.6244,-90.2388
9NV0295A,35.47452777,-87.04259
CT11241A,41.029986,-73.597484
BQ04955A,40.575283,-73.980319
CHYH048A,41.891483,-87.605758
CLS0121A,41.396325,-82.189623
9NV1103A,36.742332,-87.478616
CI11252A,39.033672,-84.594111
ON04099A,40.82469,-97.1199
7BAN421A,39.3321709,-76.3796521
2AD3380C,39.73833123,-77.2891663
A3B0630A,29.9039167,-95.0554642
4BO0027C,42.68388889,-71.1513889
SF24428A,37.1915,-121.469
CH27866B,42.01558056,-88.2714667
ZZHOMERC,null,null
PHY1171A,39.9503196,-75.1587316
JVYH005A,32.00246597,-81.11692607
ML93432A,46.05723889,-85.97827501
LI13703E,40.887709,-73.415684
LI13717E,40.855944,-73.204444
SF04581A,37.27199933,-121.90375
A3B0303A,30.25242021,-95.5808365
6MD1470E,25.77588,-80.188135
1NC6747C,39.76944581,-75.5041666
SV13360A,34.2637,-118.714824
NE80093A,42.22033,-70.80101
SF54954A,37.41391111,-122.087756
CHS2157A,41.970583,-87.721339
BQ04871C,40.691,-73.90457
CT11689B,41.30555556,-72.91694444
FT01029A,42.83805556,-84.2052778
PH7130BB,33.450447,-112.069808
LI13570A,40.85135315,-72.6977943
NY0044WA,40.750309,-73.969804
CI16808T,39.72305556,-84.1619444
NJS0514A,40.795867,-74.006045
9MOTSTMA,30.730686,-88.102966
BS03830A,43.2354736,-84.0355225
WVJ0994A,38.382306,-82.657667
PH11402C,33.39611111,-111.513333
CRY1301A,32.8674832,-80.0212527
CH1043BA,41.8101,-87.6918
1CA7848A,39.758934,-75.006627
4CN1115A,null,null
9AT3067Y,34.10821162,-84.1135246
CH43529H,42.052444,-87.913962
SL01885B,42.73469444,-111.002472
VA74585A,37.1202691,-79.7606447
PO02622E,45.445069,-118.421637
7BAC482B,39.2797,-76.6294
NOI2616A,30.632919,-88.127789
CTFF701B,41.38222222,-73.51388888
ON05867Z,41.9054805,-96.230411
IE05355F,34.1575,-118.141167
AU01306B,30.10527778,-97.2913889
9ME0371A,35.214888,-89.916939
ORY0703A,28.42438,-81.4691
9AT1136A,33.947217,-84.081269
NJ08165C,40.38821944,-74.2334917
CH57225A,41.90490997,-88.4718753
SP01274Z,46.81631,-117.84558
9AT4015Y,33.99826396,-83.9642852
PH50677A,33.3967,-112.0594
OK01095A,35.42833334,-97.59888889
PH10714A,33.54803179,-111.953665
SL01728A,40.99801955,-111.89277
BQ04204D,40.66687765,-73.7363557
DC80034F,38.92133,-77.23443
MO16639W,40.1262,-91.5285
DN03203B,39.83533724,-105.161504
A2G2103A,28.102629,-82.142094
DCYZ501A,38.8645337,-77.0123962
DES0609A,42.526135,-83.467469
9LV1190A,37.763464,-85.616408
A1Q0900A,44.837578,-93.141975
SC60515A,38.682694,-120.776414
7WDC059B,38.83572,-76.96957
DE03142A,42.62861111,-82.9188889
6MD1431A,25.92357323,-80.3612175
CH98783Z,41.5777,-87.4996
BA12044A,37.84998611,-122.212417
7BAS196D,38.7818,-76.5522
7WAC102A,38.95868,-77.150503
MW02531Z,39.17560126,-86.4785798
UP50577A,41.64093,-74.02089
NJ06039C,40.90472222,-74.2441667
3MOR041A,43.195823,-77.591604
A3L0387Z,31.092972,-93.726528
NY05034A,40.8110972,-73.9420333
AU01612D,30.411725,-97.7171305
FLYH0I5A,26.61868,-80.037512
9AT0039H,33.83966,-84.45369
MO07757Z,38.39239935,-90.4226973
TRLI303A,40.832419,-73.390815
IE25747C,34.07564722,-118.182806
SE01529A,47.75418611,-122.280567
1MG4967A,40.264,-75.3921
BKM4047A,40.66964,-73.95481
DA0149WA,32.794851,-97.352011
SF23219F,37.804386,-122.433855
A3E0175A,29.728361,-95.429389
LA74965Z,33.911007,-118.21859
BA91639B,38.027123,-121.918813
1BL5846A,39.86417046,-74.5397221
HNE0105A,29.7402,-95.8142
SDL0001C,32.887404,-116.578448
A5D0029A,38.885528,-94.758722
FL0085WA,25.512721,-80.431589
CI11315A,39.16033216,-84.4388927
NES1457A,42.33071922,-71.08063898
MW1572WA,39.35973,-85.47891
DCS0258A,39.36294,-76.6007
HAMT385A,40.871084,-72.41014
8SU0456C,33.91422,-80.290983
CH1399BA,41.932447,-87.658103
A1N0148A,45.6367,-91.2205
PRYH013A,18.45182,-66.101973
4DN5560B,43.21888889,-71.4411111
1MG8110A,40.289753,-75.380566
A1P0986C,44.82361111,-93.4119444
4FR4032D,41.82777778,-71.5016667
DN02139T,37.96195,-103.5439358
A3F0525B,30.256011,-95.829547
9AT2297C,33.81333052,-84.0125025
9AT1205C,33.97722222,-84.6452778
CI14500A,38.95464444,-84.7239389
SEI1136A,47.71695001,-122.1039722
A4C0981B,41.11847222,-78.6379444
NJI8018A,40.53546277,-74.5390314
DN05064A,40.090678,-106.875722
NY10273A,41.22615839,-74.21589724
4PB0431A,44.12550278,-69.54763056
SL01286A,37.04764566,-113.598029
9NV0910A,36.547671,-87.387085
SV11190C,34.13783056,-118.626331
CT11033B,41.288,-72.4467
CH16729G,null,null
2YK4670A,40.125831,-76.793052
GS02543Z,42.98880555,-85.6979722
ATTLDS3A,null,null
IE82293A,33.700939,-117.945106
LOHEJ01A,null,null
AUR0079A,31.09255,-97.716
A5D0089A,38.564106,-95.299135
CHS1095A,41.939106,-87.677562
9KX0421A,35.9636,-85.0403
9AT3933A,34.08184814,-83.87300873
CLS0105A,41.053589,-81.425978
2BE3395A,40.397166,-75.958663
BQ04667A,40.64493322,-73.9526981
8GV0853A,34.493361,-81.871056
A4A1401A,40.0802,-78.5288
9AT0055A,33.95088888,-84.3199167
IE24080A,34.076063,-117.504102
A5D0114A,39.00836313,-94.6502227
CL13508A,41.39051457,-80.7281804
PB80003A,40.442197,-80.00019
PO04337C,42.2102,-121.759444
A4J0788A,40.817845,-78.781781
LI1113BA,40.831998,-73.527286
BA51990B,37.97258333,-122.083222
PXYH021A,33.504276,-111.927883
WVJ0874A,38.4204,-82.5723
PH1102BA,33.48545,-112.20314
3ALA739A,42.72956389,-73.7963
ML93269A,43.776538,-90.074829
TO01058A,41.37725543,-82.9952461
PHS1663A,40.029931,-76.320454
9JK0304B,30.10171388,-85.64895
SE02528B,47.72398,-122.2217
LA23189B,33.49272222,-117.69675
9BH7219A,34.078881,-85.792533
SL05167A,40.767894,-111.894397
BX03013G,40.8746978,-73.8867021
OK03076A,35.4948661,-97.5119133
DE0031XA,42.2261,-84.3674
AUYH0A7A,29.485039,-98.348483
M177677A,33.42145833,-84.8602083
DE04231Z,42.33091601,-83.0477741
SF24462B,37.254768,-121.89641
9KX2078A,35.981836,-83.285653
BQ06452A,40.732686,-73.727945
IE0022BA,33.841055,-117.890474
SD06521A,32.902942,-117.109921
SD06549A,32.67905556,-116.2923
A3F0419A,29.920328,-95.690502
CH47577Z,42.06521985,-88.3920542
A19531BA,44.943561,-93.097975
MH80148A,40.71232,-74.00774
PO03806A,46.16543989,-123.922668
5AS1285A,35.7087,-82.5631
WE03021A,40.92088,-73.80515
DA02472C,32.926,-97.1554
DM04929A,40.724,-94.065667
SF03091A,37.520183,-122.307336
SF70680M,37.772138,-121.994965
BA02123A,37.660068,-122.073123
CI13118A,38.969316,-84.503696
SD07104W,33.151089,-117.307404
PO06275B,44.379692,-123.108975
PO08058A,45.536,-122.479
CTHA170C,42.00297222,-72.5214722
7WAW154B,38.719787,-77.280038
7WAN231C,39.15666666,-77.1627778
9AT3593A,32.37149811,-84.92630005
PH30664A,33.509525,-112.342549
NY09260B,41.12595954,-73.8411404
MW07116A,39.75916667,-86.3958333
CH80330A,42.31089,-87.90144
LI12262H,40.84129044,-73.5368354
BQ06866A,40.74150411,-73.9208979
PH37506A,32.47530555,-111.091583
IE04896Z,34.1207001,-117.173
ON05718Z,40.755844,-99.386566
SLY3514A,38.492264,-90.279144
1NH9008A,40.74384944,-75.45652889
A1R0217C,48.11601,-101.05914
3OTA661A,42.4053755,-75.154637
UP10580A,41.90438803,-78.37236433
BL32311A,47.62570015,-122.1614239
EM9132BA,32.930935,-97.016466
NYS1129A,40.840367,-73.938357
NY02063E,40.832262,-73.949344
VA73381A,38.0992108,-78.9656007
WVJ0958A,37.857,-82.0397
SVY1901A,34.42369,-118.597701
NYS0836A,40.758759,-73.994239
SE02524B,47.73511,-122.22394
BX07026A,40.822508,-73.874328
9AT1067B,34.21423333,-84.9493167
LU80005A,38.2249,-85.7308
A3B0413B,30.05416666,-95.3642778
DN01470A,38.32680834,-104.771
NM01263B,35.09065833,-106.732611
DCS0128A,39.30324088,-76.64432245
OK02159A,35.78796727,-96.77858234
VG80039A,36.1789,-115.177
HI01605A,21.30430132,-157.8547779
DA08084M,32.4943,-94.362
CI13519A,39.116717,-83.931686
NO03331A,29.679219,-90.754162
9JK2185A,29.536667,-82.399722
BQ06257D,40.694402,-73.991612
NYS0615A,40.71652873,-74.00682039
6FB1322F,26.078472,-80.330183
MO07775B,38.50683561,-90.4898838
DN03097T,39.09194409,-108.34583
CTYH044A,41.31569,-72.92078
VA71701A,37.38161667,-77.2326
9AT3568A,32.97936249,-84.00505829
NJ08267A,40.394958,-73.976753
PO04892A,45.569478,-122.570647
9KX0259A,null,null
CHS0717A,41.772547,-87.664183
CH57390A,42.05432,-88.34078
7BAN627A,39.210403,-76.846771
9AT1026F,33.87991307,-84.4569562
9BH3531S,33.34119472,-86.75283638
PO02145A,44.71975,-122.217611
5FA0969A,34.4032,-78.3122
LN02721Z,42.7611,-84.4685
DN04836A,39.88386111,-105.7608333
9NV1406B,36.29595833,-86.7071111
CL23565Z,42.05507163,-80.1539943
CH1365BA,41.835809,-87.611815
1CM6216E,39.1025,-74.7186111
OK01999B,35.521647,-96.582356
NJ01270A,41.438581,-73.777177
7BAN391D,39.22697222,-76.78772222
PO02121A,43.5886,-124.172
MO13621A,36.72599402,-91.355029
NJ08555E,40.378076,-74.266597
8CT0336A,34.74371945,-80.64916112
PHI9674A,40.150438,-75.283415
1CH6118D,39.97055556,-75.86694444
3FRS624A,44.7695,-74.2773
LI12236M,40.7099,-73.6551
AR01924A,36.18544167,-90.3746194
NJB1703A,40.921177,-73.851232
CRYH028A,35.9739,-78.8961
1ME7408A,40.19922,-74.68965
9AT3943A,33.92591858,-84.7504425
HNYH051A,29.74842,-95.3609
A1Q0133B,44.93073888,-93.0860417
NY02780B,40.787561,-73.967994
LI12729A,40.78656193,-73.7145152
SCL0049A,38.6476667,-120.589786
6SE1088A,25.77698203,-80.18684909
LI13195D,40.824888,-73.205226
9MT7043A,30.91825,-87.4283333
4DN4419A,42.86611111,-71.49444444
SP01238Z,47.54551,-116.120651
VA51124A,37.362626,-77.830643
DN02710Z,41.578611,-109.320556
SD08304A,32.949691,-117.261981
SL01872A,null,null
VG08409B,36.1377,-115.2843
MT02158A,45.20308149,-104.9223954
CH91526Z,41.95006,-87.73207
VA60581B,36.78055555,-76.1245278
4BN0127F,42.302925,-71.337909
DM06433A,41.4181,-91.0698
DA04122A,32.779669,-96.752849
A2J0702Z,28.835697,-82.339577
ML3014BA,43.026856,-87.916451
TEST300A,39.05512,-76.89282
CT11529H,41.96777777,-73.3275
CH89163A,39.791278,-88.726383
PH44201B,33.26611111,-112.638611
9JK0605B,30.30102777,-81.58297222
NM01462A,34.1084,-107.215
AT80019R,30.514801,-84.344351
A1O0087T,46.35041667,-94.2396389
DE02863C,42.42138888,-83.05977777
MO03342Z,38.71086666,-90.2820167
A5C0536B,39.04988818,-94.58949498
A1O0411T,45.23085667,-94.0028317
NERS783A,42.59034132,-70.96790481
PR00088A,18.210528,-66.06125
PH31704A,33.44722222,-112.353611
DN04423A,39.95035,-104.781061
A2IB004A,28.6165,-81.3894833
VA60232A,37.14210205,-76.4385995
LI13633C,40.67633,-73.36814
SP01118C,47.79605555,-117.35725
SA03219Z,28.91206388,-98.44153611
DCS1413A,38.921516,-77.033564
7BAC488B,39.37271,-76.8242
DE03135E,42.59555556,-82.8613889
1CH5582A,39.81569,-75.96769
CC01650D,27.72416,-97.40631
9KX0064A,36.00444444,-83.5296944
PH30615B,33.21809166,-111.754394
MT04405A,44.376808,-108.036919
DA06300A,31.6514893,-94.0722134
LA0494BA,33.95499573,-118.183606
DA04430S,32.543806,-94.347083
LA33380D,33.765791,-118.159619
4WL0950B,42.11416666,-72.1238889
BX02527A,40.81166667,-73.9016667
MT06094Z,45.268463,-111.303422
NF80013F,37.35142,-79.18562
9AT0755A,33.003056,-85.019167
5RA0898A,35.87416772,-78.87106909
4BV0409A,44.1688,-73.2511
PH43941A,35.17994444,-113.793861
7WAS522Z,39.036503,-76.862422
AR01031C,34.9181203,-92.1681972
8MB0854A,33.61678,-79.03781
SF43439B,37.475438,-122.243804
UP40230A,43.324734,-73.667869
SE01742D,null,null
DA015390,32.790358,-96.643905
4BV0509A,44.63132,-71.904991
A3D0280A,29.553333,-95.119722
5RA1205A,35.679875,-78.166425
CH20759Z,null,null
1CU5755A,39.47417076,-75.1449933
IE95310T,34.083541,-117.499945
NE4504BA,42.26876793,-71.00728841
1PH6515B,40.03472222,-75.07055555
NO1031RA,29.988533,-90.060703
SF54451Z,37.4678,-122.163
A5B0010B,null,null
NES1337A,42.3558941,-71.13277087
PO02313A,44.077071,-123.046197
PH35218A,32.22138888,-110.9174306
9LV1718Z,38.198827,-85.684771
LA74741C,33.930872,-118.065039
CL56093A,40.610961,-81.368453
FL4883BA,25.626088,-80.41539
FL4706BA,25.782898,-80.331417
FL4845BA,25.832273,-80.205293
FL8451BA,26.644519,-81.868152
IES0405A,33.87039589,-117.9080934
IES0561A,33.759641,-117.95961
IES0792A,33.741875,-117.882839
MT01214A,46.24527,-114.14525
LA03298A,34.07746334,-118.343968
A3F0140C,29.988028,-95.952111
PH67297A,31.71561,-109.114378
UPY6492A,43.042144,-76.133924
BA01307A,37.954301,-122.331197
FT01045A,42.8877,-84.3572
NES0208A,42.42073,-71.06222
NE0405BA,42.3986,-71.0479
SFS0101A,37.741274,-122.168404
SFS0166A,37.76609761,-122.1828822
NYTP001A,40.793918,-73.927413
SCS0129A,38.54262,-121.7091382
SFS0032A,37.66149582,-122.0851711
SFS0731A,37.692,-122.11
SDS0524A,32.746899,-117.160336
VGS0062A,36.15110199,-115.1460009
SFS0012A,37.63149823,-122.0790032
VGS0122A,36.16239749,-115.1490021
SCS0150A,38.779319,-120.254975
SFYH0N3A,37.4652806,-122.1610056
VGS0431A,36.113999,-115.348573
SFL0242A,38.50272,-122.45585
SFYH0M3A,37.62192,-122.39744
SLS0016A,40.29359314,-111.7243977
DM04717A,42.2335768,-96.4830548
SC09128A,40.71288621,-116.520606
9EA0730B,31.705005,-87.797641
FL2181BA,26.10323,-80.12669
SD06350A,33.008009,-115.525795
LA0612BA,34.05988762,-117.963541
LA0646BA,34.00852945,-117.954088
AR01070B,34.84528092,-91.3760005
A2A2116A,29.3877,-81.147775
DNS0701A,39.82386,-105.00637
SL01495A,43.701352,-116.609867
SC09065A,38.870287,-121.09742
4BN0066B,42.48404934,-70.9583045
SV13809A,35.0322888,-118.4848889
5CT0242A,35.22833,-80.85072
OK02140A,34.479781,-99.631058
ON05903A,41.64044444,-96.20897222
A1R0944A,48.331275,-102.787131
HNYG602A,30.050459,-95.863862
A3L0375B,30.853172,-94.5288
SE01608E,47.8966727,-122.2143247
MT02131A,45.642869,-109.299881
CH90010A,41.872829,-87.62472
LAS1507A,33.96605901,-118.2542274
LAS1595A,33.93823759,-118.2628875
LAS3541A,34.04497,-118.19732
LAS2657A,34.0494408,-118.3257592
LAS2435A,34.00199428,-118.3133177
LAS0039A,34.036799,-117.942705
LAS3296A,34.004517,-118.341805
LAS1989A,33.881696,-118.293537
LAS3204A,34.03448442,-118.4718731
LAS5821A,33.77808,-118.417324
LAS1685A,33.94823023,-118.2674271
LAS0198A,34.04256073,-118.026351
LAS1074A,33.94950671,-118.2123331
LAS1192A,33.8968,-118.238
LAS0916A,33.98708,-118.18906
LAS1817A,34.061055,-118.261598
LAS0466A,33.92665,-118.13828
LAS2622A,33.94491,-118.33527
LAS2345A,34.08366295,-118.2955065
LAYH0K7A,34.0278125,-118.3898212
LAS0450A,34.01520267,-118.122799
LAS1357A,34.055693,-118.23181
LAS2795A,33.89105556,-118.353825
LAS0749A,34.04019,-118.16392
LAH5010A,34.073806,-118.216829
LAS1142A,33.97696,-118.21774
LAS0599A,33.95812619,-118.1586341
LAS3299A,34.1009,-118.44519
LAS0519A,33.966629,-118.147911
HN0662BA,29.8259,-95.4622
FLS1973A,25.850753,-80.242505
9JK0641J,30.463639,-81.672781
1CU6330C,39.32492563,-74.9885143
SVS0693A,34.20861,-118.37916
9SA1017A,32.45691021,-80.7864959
9JK1414X,30.676762,-81.431483
9ME0721B,33.44888889,-90.5023333
BX03098A,40.86967822,-73.8569653
A2G0067A,27.960569,-82.376253
NJ05575A,40.8467,-74.1689
SE07276A,48.52183,-122.9959
OK02726A,35.332278,-96.886667
4BV0467A,44.362383,-71.886955
DNYD501A,39.798634,-105.483477
CL83565A,42.13511,-80.00651
CH15418E,null,null
9AT3492A,34.901043,-85.562737
DC7J22BA,38.86332,-77.0814
A3B0128B,30.33868,-95.527142
IE04792A,34.892006,-116.999516
DA05531B,33.896,-94.791992
NYS0964A,40.794474,-73.973651
AR01560Z,35.6425,-93.8241
4BS0591F,42.1312968,-71.02138
LI12451N,40.60778,-73.72577
